madde,anlam,lisan,telaffuz
sakin,"Hareket etmeyen, kımıldamayan | Dingin olan; durgun, sakince | Kimseyi rahatsız etmeyen | Kolayca sinirlenmeyen; sinirsiz | Huysuzluğu, rahatsızlığı azalmış veya geçmiş | Bir yerde oturan",Arapça sākin,sa:kin
sakince,Sakin | (sa:ki'nce) Sakin bir biçimde,,
sakinleştirici,"Sakinleştiren, sakinleştirme özelliği olan | İnsanın sinirleri yatıştıran (ilaç); yatıştırıcı, müsekkin, trankilizan",,
sakit,"Susmuş, sessiz",Arapça sākit,sa:kit
saklı,"Saklanmış olan | Elde tutulan; mahfuz | Gizli bir yere konarak kaybolması veya çalınması önlenen | Başkalarından gizlenen, gizli tutulan; hafi",,
salak,"Görünüşünden, konuşma ve davranışlarından seviyesiz, dengesiz ve saf olduğu anlaşılan (kimse); saloz",,
salakça,"Salağa benzer, salak gibi | (sala'kça) Salağa benzer bir biçimde",,
salamuralık,Salamura yapmaya elverişli | Salamura yapmaya ayrılmış,,
salatalı,Salata bulunan,,
salatasız,Salata bulunmayan | Salata olmadan,,
salçalı,"Salça konmuş, içinde salça olan",,
salçalık,Salça yapmaya elverişli | Salça yapmak için ayrılmış,,
saldırgan,"Başkasına saldıran, yapısında saldırma özelliği olan (devlet, kimse, hayvan); sataşkan, agresif, mütecaviz",,
saldırıcı,Saldırgan olan,,
saldırısız,Saldırı yapılmayan | Saldırı yapmadan,,
salgılı,Salgı çıkaran veya üreten,,
salıncaklı,Salıncağı olan | Salıncak gibi sallanmaya yarar biçimde olan,,
salıncaksız,Salıncağı olmayan | Salıncak olmadan,,
salıntılı,"Herhangi bir etkiyle sarsılabilen, sallanabilen | Yürüyüşünde iki yana salınan",,
salik,"Bir yola giren, bir yolda giden",Arapça sālik,sa:lik
salim,"Sakin, huzurlu olan",Arapça sālim,sa:lim
salipli,Salibi olan,,
salipsiz,Salibi olmayan,,
saliselik,Belli bir salise süresince yapılan veya olan,,
salisilik,Söğüt kabuğundan çıkarılan antiseptiklerle ilgili olan [kimya],Fransızca salicylique,
salkımlı,Salkımı olan,,
salkım saçak,Çok fazla | Parçalara ayrılmış biçimde,,
salkım salkım,Salkım gibi | Salkımlar biçiminde,,
sallabaş,Başı sürekli sallanan | Her sözü düşünmeden onaylayan,,
sallantılı,Sallantısı olan,,
sallantısız,Sallantısı olmayan,,
sallapati,"Düşünmeden ve saygısızca davranan | Özensiz, dikkatsiz ve kaba saba yapılmış | Düşüncesizce, saygısızca ve patavatsız bir biçimde | Özensiz, dikkatsiz ve kaba saba giyinmiş biçimde",,
sallı,"Büyük ve geniş, sal gibi yayvan",,
salpa,Tembel (kimse); salpak,,
salt,"İçinde yabancı bir öge bulunmayan; mutlak | İçine, kendisine yabancı hiçbir şey karışmamış [felsefe]",Moğolca,
saltanatlı,"Gösterişli, görkemli",,
saltanatsız,"Gösterişsiz, görkemsiz",,
saltçı,Saltçılığı benimseyen; mutlakçı,,
saltık,"Bağımsız, göreli olmayan ve kendi başına tam sayılan (bir olgunun niteliği) [toplum bilimi]",,
salyamsı,"Salya gibi olan, salyayı andıran",,
samanlı,Samanı olan,,
saman alevi,"Gelip geçici, çabuk yatışan, çabuk sona eren",,
sami,"İşiten | Dinleyen, dinleyici",Arapça sāmiʿ,sa:mi
samimi,"İçli dışlı, senli benli olarak",Arapça ṣamīmī,sami:mi:
samur kaşlı,"Kaşları kumral, yumuşak ve gür olan (kimse)",,
sanatlı,"Sanatla yapılmış, bir usta elinden çıkmış; musanna",,
sanatsal,"Sanata ilişkin, sanatla ilgili; sanatlık",,
sanatsever,"Sanatla iç içe olmaktan zevk alan, sanatı koruyan ve yaşatan (kimse)",Arapça ṣanʿat + Türkçe sever,sana'tsever
sanatsız,Sanatı olmayan,,
sancılı,"Sancıya tutulan, sancısı olan | Sancı veren",,
sancısız,Sancısı olmayan,,
sandalyeli,Sandalyesi olan,,
sandalyesiz,"Sandalyesi olmayan | Makamından inmiş, makamını kaybetmiş",,
sangı,"Sersemleşmiş, şaşkınlaşmış olan, sözü kolayca anlamayan",,
saniyelik,Çok kısa süren | Belli bir saniye süresince yapılan veya olan,,
sanlı,"Sanı olan, ünlü",,
sanrısal,Sanrıya ilişkin,,
sansız,"Sanı, ünü olmayan",,
sansürlü,Sansürlenmiş olan,,
sansürsüz,Sansürlenmemiş olan,,
santilitrelik,Belli bir santilitre hacminde olan,,
santimantal,"Duygulu, içli, hassas",Fransızca sentimental,l ince okunur
sapa,"Merkezden uzak, kıyıda köşede kalmış | Gidilen yol üzerinde olmayan, her zaman ve kolayca gidilemeyen | Düzgün olmayan, yolundan sapmış",,
sapasağlam,"Çok sağlam, her yanı sağlam | Sağlam bir biçimde",,sapa'sağlam
sapık,"Tavır ve davranışları normal olmayan veya geleneklerden, törelerden ayrılan, anormal (kimse) | Genel olana, alışılmışa ve kurala aykırı olan, normal olmayan",,
sapıntılı,"Yolundan, gidişinden, normal durumundan sapmış olan | Normal dışı değişiklik gösteren; aberant [tıp] | Az görülen, nadir bir özellik gösteren (tür); aberant [biyoloji] | Bazı özellikleriyle ana biçimden veya ait olduğu türden ayrılan (kelime); aberant [dil bilgisi]",,
sapkın,Doğru yoldan ayrılmış olan | Sapkıya uğramış olan,,
saplantılı,Saplantısı olan; sabit fikirli,,
saplantısız,Saplantısı olmayan | Saplantısı olmadan,,
sapsarı,"Her yanı sarı, çok sarı",,sa'psarı
sapsız,"Sapı olmayan | Boş gezen, bir işe yaramayan (kimse) | Erkek arkadaşı veya eşi olmayan, erkeksiz yaşayan (kadın)",,
sarakacı,Saraka yapan,,
saralı,Sara hastalığı olan (kimse); tutarıklı,,
saraylı,Osmanlı Devleti'nde padişah sarayında bulunmuş olan (kadın),,
sargılı,Sargısı olan | Sargı beziyle sarılmış,,
sargısız,Sargısı olmayan | Sargı beziyle sarılmamış,,
sarhoş,"Alkollü içki veya keyif verici bir madde sebebiyle kendini bilmeyecek durumda olan (kimse); esrik, başı dumanlı, demci, dumanlı, kafası bulutlu, kafası iyi, kafası dumanlı, kafası kıyak, mest (I), sermest | Bir şeyden çok fazla mutluluk duyan | Hoşa giden bir etki ile kendinden geçmiş olarak; esrik",Farsça ser + ḫoş,
sarıklı,"Başına sarık sarmış olan, sarığı olan; destarlı",,
sarılgan,"Sapı yakınındaki başka bitkilere, başka şeylere sarılıp yükselen, otsu veya odunsu (sap, bitki); sarmaşan [bitki bilimi]",,
sarılı,Üstünde sarı renk bulunan,,
sarılı,Sarılmış olan,,
sarılıklı,Sarılık olan (kimse),,
sarımlı,Sarılmış; burgulu,,
sarımsaklı,İçinde sarımsak bulunan,,
sarımsı,"Rengi sarıyı andıran, sarıya benzeyen; sarımtırak",,
sarışın,Sarı saçlı ve ak tenli (kimse) | Sarıya yakın renkli,,
sarışınca,Sarışına yakın,,
sarı sendikacı,İşverenden yana olarak çalışan,,
sarı yağız,Sarı benizli (erkek),,
sarkaçlı,Sarkacı olan,,
sarkaçsız,Sarkacı olmayan,,
sarkık,"Aşağı doğru uzanmış veya sarkmış | Sıkı ve gergin olmayan; sölpük, salpa",,
sarkıl,"Sarkaçla ilgili, hareketi sarkaç hareketine benzeyen [fizik]",,
sarmal,"Dolana dolana oluşmuş, birbirini izleyen; helisel, helezonlu, helezoni, helezonik [fizik] | İçinden çıkılmaz (durum)",,
sarmaşıklı,Sarmaşığı olan,,
sarmaşıksız,Sarmaşığı olmayan,,
sarnıçlı,Sarnıcı olan,,
sarp,"Dik, çıkması ve geçilmesi güç (yer); yalman | Güç, zor olan",,
sarsak,"Yaşlılık, hastalık vb. sebeplerle güçsüz kalarak vücudu titrer gibi sarsılan (kimse) | Değişken, sağlam olmayan",,
sarsıcı,"Sarsan, sarsma özelliği gösteren",,
sarsık,Sarsılmış,,
sarsıntılı,Sarsıntısı olan,,
sarsıntısız,"Sarsıntısı olmayan, sarsılmayan",,
sarsıntı bilimsel,Sarsıntı bilimi ile ilgili; travmatolojik [tıp],,
sası,"Çürük ve küf kokusu çıkaran | Çürümüş olan | Tatsız tuzsuz, yavan olan (yiyecek) | Değerini yitirmiş, geçersiz olan | Kişi, toplum vb. özelliğini, niteliğini yitirerek bozulma",,
satılık,Satışa çıkarılmış olan,,
satirik,"Yergi ile ilgili, yergi niteliğinde olan",Fransızca satirique,
savatlı,"Savatı olan, savatlanmış",,
savruk,"Aklını işine vermeyen | Düzensiz, dağınık",,
savunmalı,Savunmayı esas alarak kurulan (oyun düzeni); defansif [spor],,
savunmalık,Savunmayla ilgili olan; tedafüi,,
savunmasız,Savunma gücü olmayan,,
sayaçlı,Sayaç takılmış olan,,
sayaçsız,Sayaç takılmamış olan,,
saydam,"Açık seçik, belirgin olan",,
saydamsız,Saydam olmayan,,
sayfalık,Herhangi bir sayıda sayfası olan | Herhangi bir sayıda sayfaya sığabilen,,
saygıdeğer,Kendisine saygı gösterilmeye değer; muhterem,,saygı'değer
saygılı,"Saygısı olan, saygı gösteren; hürmetli, hürmetkâr",,
saygın,"Saygı gören, sayılan, hatırı sayılan, itibarı olan, sözü geçer; hatırlı, itibarlı, muteber",,
saygısız,"Gereken saygıyı göstermeyen, saygısı olmayan; hürmetsiz",,
sayılı,"Herhangi bir sayı ile belirtilmiş olan | Sayısı belli olan, sayılmış olan | Az görülen; mahdut",,
sayımlı,Sayısı bulunan,,
sayımsal,Sayımlama veya sayım bilimi ile ilgili olan,,
sayın,Konuşma ve yazışmalarda saygı belirtisi olarak kişi adlarının önüne getirilen söz,,
sayısız,Sayılmayacak kadar çok; sayımsız,,
saymaca,"Gerçekte öyle olmadığı hâlde öyleymiş gibi kabul edilen; itibari, fiktif, nominal | (sa'ymaca) Sayarak",,
sayrımsak,Gerçekte hasta olmadığı hâlde kendini hasta gösteren,,
sazlı,Saz çalınarak yapılan,,
sazlı sözlü,Saz çalınarak yapılan (eğlence),,
sazsız,Sazı olmayan | Eğlencesiz bir biçimde,,
saz benizli,Solgun yüzlü,,
sebatlı,"Bir işi yılmadan sonuna kadar götüren; direşken, sebatkâr",,
sebatsız,Sebat etmeyen,,
sebepli,Sebebi olan; nedenli,,
sebepsiz,"Sebebi olmayan; nedensiz, bilasebep | Bir sebebi olmadan; nedensiz, bilasebep",,
sebzeli,İçinde sebze bulunan,,
sebzesiz,İçinde sebze bulunmayan,,
seciyeli,"Sağlam karakterli, kendisine güvenilir (kimse)",,
seciyesiz,"Karakteri sağlam olmayan, kendisine güvenilmeyen (kimse)",,
seçenekli,Seçeneği olan; alternatifli,,
seçeneksiz,Seçeneği olmayan; alternatifsiz,,
seçici,"Seçme işini yapan (kimse, kurul vb.)",,
seçilmiş,Seçerek ayrılmış; müntehap | Aynı cinsten olan nesneler arasından iyi ve seçkin olanlar çıktıktan sonra geride kalanlar | Seçimle işbaşına gelen,,
seçimlik,"İsteğe bağlı, seçmeli olan; ihtiyari",,
seçkin,"Benzerleri arasında niteliklerinin yüksekliğiyle göze çarpan; değme (II), mümtaz, güzide, mutena | Bir toplumda saygın ve etkin mevkilerde bulunan ve toplumun eğitim, ekonomi, siyaset, askeriye, din, sanat vb. alanlarıyla ilgili etkinliklerin denetimini elinde tutan (kişi veya grup); elit",,
seçkinci,Seçkin kimselerden yana olan,,
seçmece,"Seçerek alınan veya satılan | (se'çmece) Seçme şartı ile, seçerek",,
seçmeci,"Seçmecilik yanlısı olan (filozof, görüş vb.); eklektik",,
seçmeli,Seçilebilen | Zorunlu olmayan; selektif,,
sedefli,Sedefle işlenmiş,,
sedefsi,"Sedefi andıran, sedefe benzeyen, sedef gibi; sedefimsi",,
sedef kakmalı,Sedef kakması olan,,
sedirli,Sediri (I) olan,,
sedyelik,Sedye ile götürülebilecek durumda olan,,
sefalı,"Şenlikli, eğlenceli olan",,
sefasız,"Şenliği, eğlencesi olmayan",,
seferber,Savaşa hazırlanmış veya girmiş (askerî birlik) [askerlik],Arapça sefer + Farsça -ber,
seferli,Sefere giden veya sefere çıkan,,
seferlik,Herhangi bir defaya yetecek miktarda olan,,
sefil,"Yoksulluk içinde olan | Adi, bayağı olan | Yoksul veya bayağı bir biçimde",Arapça sefīl,
sefile,Sefalet içinde bulunan kadın,Arapça sefįle,
seğirtken,Sıçrayarak yakın bir yere doğru koşan,,
sek,"İçine su, başka bir içki veya bir sıvı karıştırılmamış (içki) | İçine su veya bir başka içki karıştırmadan",Fransızca sec,
sekili,Sekisi olan,,
sekizer,"Sekiz sayısının üleştirme sayı sıfatı | Her birine sekiz, her defasında sekizi bir arada olan",,
sekizerli,Sekizer sekizer sıralanmış | Her biri sekiz birimden oluşan,,
sekizinci,"Sekiz sayısının sıra sıfatı, sırada yedinciden sonra gelen",,
seksener,"Seksen sayısının üleştirme sayı sıfatı | Her birine seksen, her defasında sekseni bir arada olan",,
seksenerli,Seksener seksener sıralanmış | Her biri seksen birimden oluşan,,
sekseninci,"Seksen sayısının sıra sıfatı, sırada yetmiş dokuzuncudan sonra gelen",,
seksenli,"Seksen parçası bulunan, seksen parçadan oluşan | İçinde seksen tane aynı nesneden bulunan | Seksen ile doksan arasında olan",,
seksenlik,Seksen tanesi bir arada olan veya içinde aynı şeyden seksen tane bulunan | Seksen yaş dolaylarında olan veya görünen (kimse),,
seksi,Cinsel çekiciliği olan,İngilizce sexy,
sekter,"Başkalarının siyasi, dinî vb. düşüncelerine, inançlarına karşı çıkan, katı ve hoşgörüsüz davranan (kimse) | Katı, hoşgörüsüz (düşünce, tutum)",Fransızca sectaire,
sektörel,"Bölüm, kol, dal, kesim ile ilgili",Fransızca sectoriel,
seküler,"Yüzyıllık, yüzyılda bir olan",Fransızca séculaire,
selim,"Doğru, dürüst, kusursuz | Sonu iyi, tehlikesiz, kötücül olmayan, iyicil (ur veya hastalık)",Arapça selīm,
selülozik,İçinde selüloz bulunan,Fransızca cellulosique,l ince okunur
selülozlu,Bileşiminde selüloz içeren,,
semavi,"Allah’tan gelen, ilahi (I) | Gökle ilgili, göğe ilişkin; ulvi",Arapça semāvī,sema:vi:
seme,"Sersem, ahmak, alık",Farsça seme,
semerli,Semeri olan (yük hayvanı),,
semersiz,Semeri olmayan (yük hayvanı),,
semirgin,"Tembellikten yağ bağlayan, semiren (kimse) | Semirmekten dolayı hareketleri ağırlaşmış (kimse)",,
semiyolojik,Semiyoloji ile ilgili,Fransızca sémiologique,l ince okunur
semiz,"Eti, yağı çok olan; tavlı",,
semizce,"Semiz gibi, semize yakın, semizi andıran",,
sempatik,"Çok hoş, hoşa giden",Fransızca sympathique,
sendikal,Sendika ile ilgili,Fransızca syndical,l ince okunur
sendikalı,Sendika üyesi olan,,
sendikasız,Sendika üyesi olmayan,,
senetli,"Senedi olan, senetle sağlamlaştırılmış olan",,
senetsiz,"Senedi olmayan, senede dayanmayan",,
senfonik,"Senfoni ile ilgili, senfoniye dayanan",Fransızca symphonique,
seninki,"Senin olan, seninle ilgili olan | Yanındakinin karısından veya kocasından söz ederken kullanılan söz | Yakın çevrede olan bir kimseden söz ederken kullanılan bir söz",,
senli benli,"Aşırı derecede samimi | Aşırı ölçüde samimi olarak, teklifsiz bir biçimde",,
sepetli,Sepeti olan,,
sepetsiz,Sepeti olmayan,,
sepet kafalı,"Ahmak, alık",,
sepili,"Sepilenmiş, tabaklanmış (deri, post); tabaklı (II)",,
serazat,"Serbest, özgür",Farsça ser + āzād,sera:zat
serbaz,"Yürekli, yiğit, korkusuz (kimse)",Farsça serbāz,
serbestçe,Hareketlerine dikkat etmeyen | (serbes'tçe) Serbest bir biçimde,,
serencamlı,Serencamı olan,,
serencamsız,Serencamı olmayan,,
sergin,Serilmiş olan | Yatan (hasta),,
seri,Hızlı bir biçimde,Arapça serīʿ,seri:
serili,"Serilmiş, yayılmış",,
serin,"Az soğuk, ılık ile soğuk arası | Hoşa giden, hafif bir soğukluk veren",,
serince,"Az serin, serine yakın",,
serinkanlı,Soğukkanlı bir biçimde,,seri'nkanlı
serkeş,"Kafa tutan, başkaldıran",Farsça serkeş,
sermayeli,Sermayesi olan,,
sermayesiz,Sermayesi olmayan,,
sermelik,"Sermeye yarayan, sermeye elverişli olan",,
serpili,Serpilmiş,,
sersefil,"Çok sefil olan; yoksul | Çok perişan, üzgün | Sefil, yoksul bir biçimde",,se'rsefil
sersem,"Herhangi bir sebeple bilinci ve algıları zayıflamış olan | Düşünmeden hareket eden, ne yaptığının farkında olmayan",Farsça sersām,
sersemce,Serseme benzer | (serse'mce) Sersem bir biçimde; sersemcesine,,
sersemletici,"Sersemletmeye sebep olan, yol açan",,
serseri,"Belli bir işi ve yeri olmayan, başıboş (kimse) | Tutarsız, beğenilmeyen davranışları olan (kimse); daltaban | Belli bir hedefi olmayan, belli bir hedefe atılmamış olan, rastlantıyla gelen (kurşun, mayın vb.)",Farsça serserī,
serserice,Serseri gibi | (serseri'ce) Serseri bir biçimde,,
sert,"Çizilmesi, kırılması, buruşması, kesilmesi veya çiğnenmesi güç olan; bek (I), berk, pek, katı (I), yumuşak karşıtı | Esnekliği az olan, kolayca eğilip bükülmeyen | Kolay dayanılmayan, zor katlanılan, etkili, yumuşak karşıtı | Güçlü kuvvetli | Etkisi şiddetli ve keskin olan, hafif karşıtı | Bağışlaması, hoşgörüsü olmayan | Gönül kırıcı, katı, ters olan | Gönül kırıcı, katı, ters bir biçimde | Hırçın, öfkeli, hiddetli olan | Titizlikle uygulanan; sıkı",Farsça serd,
sertifikalı,Sertifikası olan,,
sertifikasız,Sertifikası olmayan,,
servet sahibi,Malı mülkü çok olan,,
serviyetli,Çantası bulunan,,
servi boylu,İnce ve uzun boylu (kız veya kadın),,
seryumlu,Birleşiminde seryum bulunan,,
sesçil,Sesleri bütün özellikleri ve ayrıntılarıyla gösteren,,
sessiz sedasız,"Sakin, kendi hâlinde (kimse) | Kimse duymadan, görmeden, sessiz ve gürültüsüz bir biçimde",,
sesteş,"Söylenişleri aynı, anlam ve kökleri ayrı olan (kelimeler); eş sesli, homonim [dil bilgisi]",,
ses bilimsel,Ses bilimi ile ilgili; fonolojik,,
sevap,Doğru,Arapça ṣavāb,seva:p
sevdacı,Sevgi düşkünü,,
sevdalı,"Sevdaya tutulmuş olan | Bir şeye gereğinden çok düşkünlük gösteren, eğilim duyan",,
sevdasız,"Sevdaya tutulmamış, sevdası olmayan",,
sevecen,"Acıyarak ve koruyarak seven; şefkatli, müşfik",,
sever,Seven (kimse),,
sevgisiz,Sevgisi olmayan | Sevgi olmadan,,
sevimli,"Hoşa gitme özelliği olan, hoşa giden; şirin",,
sevimsiz,"Hoşa gitmeyen, sevimli gelmeyen; antipatik | Hoşnutsuzluk, memnuniyetsizlik yaratan",,
sevinçli,Sevinci olan ve sevinç veren; mesrur,,
sevinçsiz,"Sevinci olmayan, sevinç vermeyen | Sevinci olmayan, sevinç vermeyen bir biçimde",,
seviyeli,Değeri yüksek olan | Verimli bir biçimde,,
seyahat boyu,"Seyahatlerde şampuan, sabun vb. sık kullanılan malzeme için küçük boy üretilmiş olan",,
seyirlik,Seyir için olan | Seyredilmeye değer nitelikte olan,,
seyrek,"Benzerleri veya parçaları arasında çok aralık bulunan, aralıklı, sık karşıtı | Çok bulunmayan, az rastlanan | Aralıklı olarak, aralıklı bir biçimde; binde bir, nadir, nadiren, bayramdan bayrama, bayramda seyranda",,
seyreltik,"Seyreltilmiş olan, derişik karşıtı [kimya]",,
seyyal,"Akan, akmakta olan",Arapça seyyāl,l ince okunur
seyyar,Belli bir yeri olmayan; gezici,Arapça seyyār,
seyyibe,Dul (kadın),Arapça s̱eyyibe,
seza,"Uygun, yaraşır, bir şeye değer",Farsça sezā,seza:
sezaryenli,Sezaryen ameliyatı olmuş (kadın veya doğum),,
sezgici,Sezgicilik öğretisini benimseyen [felsefe],,
sezgili,"Sezgi ile edinilen, sezgiye dayanan; sezgisel",,
sezgisiz,"Sezgi ile edinilmeyen, sezgiye dayanmayan",,
sezonluk,Belirli bir süre içinde uygulanan,,
sıcacık,"Yeter derecede ve hoşa giden bir sıcaklığı olan | İçten, samimi, sevimli",,
sıcakça,"Biraz sıcak, sıcağa yakın | Sıcak bir biçimde",,
sıcakkanlı,"Normal vücut sıcaklığı, içinde bulundukları ortamın sıcaklığından bağımsız olan (hayvan) | Sevimli olan (kimse); cana yakın, sempatik | Herkesle çabuk anlaşan, çabuk dost olan; munis",,sıca'kkanlı
sıçandişli,Sıçandişi türünde olan,,
sıçırgan,İshale tutulup her yanı pisleten,,
sıçrayıcı,Sıçrama özelliği olan [hayvan bilimi],,
sıfatlı,"Ünvanı, sıfatı olan",,
sıfatsız,"Ünvanı, sıfatı olmayan | Suratsız (kimse)",,
sıfır beden,Normalden çok fazla zayıf olan,,
sığ,"Derinliği az, dibi yüzeyine yakın olan (göl, deniz, akarsu vb.) | Göl, deniz, akarsu vb.nin derinliği az olan yeri | Ayrıntıya inemeyen, yeterli olmayan, yüzeyde kalan",,
